_id,name,property_type,room_type,bed_type,bedrooms,market,country
1685970,Great Location in Asmali Mescit,Apartment,Entire home/apt,Real Bed,1,Istanbul,Turkey
16869922,Beautiful Apartment with terrace Plateau Mt Royal,Apartment,Entire home/apt,Real Bed,1,Montreal,Canada
16874685,MASSIVE ROOM IN HEART OF NYC!!! (CHELSEA/FLATIRON),Apartment,Private room,Real Bed,1,New York,United States
16881588,2 Bdrm Condo at Makai Club Cottages,Resort,Private room,Real Bed,2,Kauai,United States
16885508,Private Family Retreat with Spa & Pool,House,Entire home/apt,Real Bed,4,Sydney,Australia
1688924,Appart 2 ch.  - Plateau Mont Royal,Apartment,Entire home/apt,Real Bed,2,Montreal,Canada
16893365,"Sophisticated, waterfront living w/ resort pool, hot tub, & beach access",Condominium,Entire home/apt,Real Bed,3,Maui,United States
16898275,Sunny and bright 2 bedrooms + Free Private Parking,Apartment,Entire home/apt,Real Bed,2,Sydney,Australia
16914825,"Great location with pool, gym and sauna!",Apartment,Private room,Real Bed,1,Sydney,Australia
16920079,Unique 3-storey apartment in Soho Heritage Bldg,Apartment,Entire home/apt,Real Bed,1,Hong Kong,Hong Kong
16923810,Near The Galata Tower,House,Entire home/apt,Real Bed,2,Istanbul,Turkey
16928229,"Apartment Rua do Monte, Bagunte On the Camino",Apartment,Entire home/apt,Real Bed,1,Porto,Portugal
16932496,"Soho Luxury Apt, All New Renos *3A",Apartment,Entire home/apt,Real Bed,0,Hong Kong,Hong Kong
16934315,"Open Style Suite w/Island Touches, WiFi, Full Kitchen, Lanai–Kiahuna Plantation #2334",Condominium,Entire home/apt,Real Bed,1,Kauai,United States
16952227,"Single Rm@Inn Square, Jordan, TST#13",Apartment,Entire home/apt,Real Bed,0,Hong Kong,Hong Kong
16954444,Modernist apartment principal,Apartment,Entire home/apt,Real Bed,6,Barcelona,Spain
16964637,"Spacious Master Room M with ensuite,AC, study desk",Villa,Private room,Real Bed,1,Sydney,Australia
16971327,Statue of Liberty views & subway on corner!,Apartment,Entire home/apt,Real Bed,1,New York,United States
16976284,Bachelor for a perfect time in Montréal,Apartment,Entire home/apt,Real Bed,0,Montreal,Canada
16978814,"Brilliant, bright, cozy room, minutes to the beach",Apartment,Private room,Real Bed,1,Sydney,Australia
16981802,Stylish urban loft in Verdun,Apartment,Entire home/apt,Real Bed,0,Montreal,Canada
16982781,"Ocean View Condo with Lanai, end unit for privacy.",Apartment,Entire home/apt,Real Bed,2,Oahu,United States
16987463,Charming apartment old Montréal/ Village,Apartment,Entire home/apt,Real Bed,1,Montreal,Canada
16988190,Fab luxury apartment  - The Watertower,Loft,Private room,Real Bed,1,Sydney,Australia
17001994,"Newly Renovated  apartment in Wan Chai, Hong Kong",Apartment,Entire home/apt,Real Bed,2,Hong Kong,Hong Kong
17013623,"Cute one bedroom apt. in Greenpoint, Brooklyn.",Apartment,Private room,Real Bed,1,New York,United States
170150,Lovely Gardened House 10 minutes walking to metro,Apartment,Entire home/apt,Real Bed,2,Istanbul,Turkey
17027324,Vaucluse hideaway,Apartment,Entire home/apt,Real Bed,2,Sydney,Australia
17027421,Double bedroom with own lounge area & bathroom,House,Private room,Real Bed,1,Sydney,Australia
17028088,**Brand New**Luxe Centennial Parkside Retreat**,Apartment,Entire home/apt,Real Bed,1,Sydney,Australia
17045341,Bright Bronte beach apartment,Apartment,Private room,Real Bed,1,Sydney,Australia
1704560,Beautiful/Spacious 1 Bedroom in LES,Apartment,Entire home/apt,Real Bed,1,New York,United States
17048768,"Aloha! Private cozy bedroom, walk to the beach!!",Apartment,Private room,Real Bed,1,Oahu,United States
17083946,Arc del Triomf - Big double room in authentic flat,Apartment,Private room,Real Bed,1,Barcelona,Spain
17093333,Newly Built Detached Apartment.,Guesthouse,Entire home/apt,Real Bed,1,Oahu,United States
17103047,1 bed,House,Private room,Real Bed,1,Montreal,Canada
17113453,A Boutique Hotel with Style in Istanbul’s HistPera,Bed and breakfast,Entire home/apt,Real Bed,1,Istanbul,Turkey
17113625,"Great room, with balcony and private bathroom.",Apartment,Private room,Real Bed,1,Sydney,Australia
17116430,Temple Street Private Double 606,Boutique hotel,Private room,Real Bed,1,Hong Kong,Hong Kong
17123939,"Hale Ohia Cottages, Dillingham Suite",Bed and breakfast,Private room,Real Bed,1,The Big Island,United States
17124591,Lindo apartamento em Copacabana bem localizado,Apartment,Entire home/apt,Real Bed,2,Rio De Janeiro,Brazil
17124786,Ocean front in Makaha,Condominium,Entire home/apt,Real Bed,1,Oahu,United States
1712895,Nice Private Room: GREAT Location!,Apartment,Private room,Real Bed,1,New York,United States
17132840,Les portes jaunes,House,Entire home/apt,Real Bed,3,Montreal,Canada
17136808,DIAMOND ON DIAMOND HEAD,Apartment,Entire home/apt,Real Bed,1,Oahu,United States
17140064,Bondi Beach Pad,Apartment,Entire home/apt,Real Bed,2,Sydney,Australia
1714235,"Sandstone Cottage, Great Mackerel Beach",House,Entire home/apt,Real Bed,3,Sydney,Australia
17142596,時代廣場和銅鑼灣地鐵站樓上 Above Causeway Bay MTR/Times Square,Apartment,Private room,Real Bed,1,Hong Kong,Hong Kong
17147561,Best Location + Private Roof Deck,Apartment,Private room,Real Bed,1,New York,United States
17149906,Sua casa no Rio de Janeiro,Apartment,Entire home/apt,Real Bed,1,Rio De Janeiro,Brazil
17155854,"MS608 Waikiki Hotspot, w/ Free Parking",Apartment,Entire home/apt,Real Bed,0,Oahu,United States
17157863,DOUBLE ROOM + PERFECT LOCATION,Apartment,Private room,Real Bed,1,Barcelona,Spain
17161494,5 min from MTR - Bright and Cozy apt @Sai Ying Pun,Apartment,Entire home/apt,Real Bed,1,Hong Kong,Hong Kong
17164830,Apartamento de 30m2 no coração de Santa Teresa,Loft,Entire home/apt,Real Bed,1,Rio De Janeiro,Brazil
17165509,Quarto em casa de família fitness,House,Private room,Real Bed,1,Rio De Janeiro,Brazil
17171298,Tijuca bem localizado,Loft,Private room,Real Bed,0,Rio De Janeiro,Brazil
17173473,Ocean Blue Room,House,Private room,Real Bed,1,New York,United States
17177726,Spacious and Bright Brooklyn Two Bedroom Apartment,Apartment,Entire home/apt,Real Bed,2,New York,United States
1718606,Garden studio with own bathroom,Cabin,Private room,Real Bed,1,Sydney,Australia
17187219,Beautiful and Ridiculously Spacious Master Bedroom,Apartment,Private room,Real Bed,1,New York,United States
17190384,Enjoyable Room in unforgettable  Location: SOHO,Apartment,Private room,Real Bed,1,New York,United States
17191406,West Maui/Napili. Entire Condo. QUIET! BEACHES!,Condominium,Entire home/apt,Real Bed,1,Maui,United States
17198000,Central Flat in Şişli,Apartment,Entire home/apt,Real Bed,1,Istanbul,Turkey
1719942,Studio WBwGG,House,Private room,Pull-out Sofa,1,Porto,Portugal
17205085,Habitación Gayfriendly l'Eixample,Apartment,Private room,Real Bed,1,Barcelona,Spain
1720909,Gran Via De Luxe 5* DaysinBarcelona,Apartment,Entire home/apt,Real Bed,5,Barcelona,Spain
17211545,Brightly lit double room in a great location.,Apartment,Private room,Real Bed,1,Sydney,Australia
17223695,Portobello Manly Beach (Apartment #1),Apartment,Entire home/apt,Real Bed,3,Sydney,Australia
17230426,Flat Maravilhoso★★★★★ 2 Quadras da Praia do Leblon,Serviced apartment,Entire home/apt,Real Bed,1,Rio De Janeiro,Brazil
17251176,Suite clássica,House,Private room,Real Bed,1,Rio De Janeiro,Brazil
17252454,The Aloha Suite,Guesthouse,Entire home/apt,Real Bed,1,The Big Island,United States
17254547,Lindo quarto a uma quadra da praia!,Apartment,Private room,Real Bed,1,Rio De Janeiro,Brazil
1726242,Clérigos 1 or 2 guests (2 singles beds ) small,Apartment,Entire home/apt,Real Bed,0,Porto,Portugal
17262709,Cozy Home - 5 pax 2BR City Centre 1 min to Metro,Apartment,Entire home/apt,Real Bed,2,Hong Kong,Hong Kong
17263207,Brooklyn home.  Comfort and clean. Liguria room.,Townhouse,Private room,Real Bed,1,New York,United States
17263550,Thelonious Monk room at The Harlem Townhouse,Guesthouse,Private room,Real Bed,1,New York,United States
17272987,Modern refurbished flat in Gracia,Apartment,Entire home/apt,Real Bed,1,Barcelona,Spain
17278827,Aluguel casa em Buzios,House,Entire home/apt,Real Bed,2,Rio De Janeiro,Brazil
17283071,True East Village Art Filled 2 Bedroom with Garden,Apartment,Entire home/apt,Real Bed,2,New York,United States
17292188,"温暖的小房间,近香港科技大學｡close to HKUST",Townhouse,Private room,Real Bed,1,Hong Kong,Hong Kong
17296538,Sagrada Familia Butterfly,Apartment,Entire home/apt,Real Bed,3,Barcelona,Spain
17298388,Double room with private WC and balcony São Bento,Guest suite,Private room,Real Bed,1,Porto,Portugal
17301277,Large 6 Bedroom Apartment in Plateau + sunroom,Apartment,Entire home/apt,Real Bed,6,Montreal,Canada
17302836,Private room w/private bathroom near Central Park!,Apartment,Private room,Real Bed,1,New York,United States
17305490,Gorgeous Studio & Balcony Garden @ THE MOTHERSHIP,Apartment,Entire home/apt,Real Bed,1,New York,United States
17310577,Bed and breakfast close to Barra beach,Bed and breakfast,Private room,Real Bed,2,Rio De Janeiro,Brazil
17311213,Backpackers Dream @ The Funky Loft with Breakfast,Loft,Private room,Real Bed,1,New York,United States
1731242,Apartamento T1 Kit,Apartment,Entire home/apt,Real Bed,1,Porto,Portugal
1731365,Duplex apartment with garden,Apartment,Entire home/apt,Real Bed,2,New York,United States
17319360,Private  suite,Guest suite,Entire home/apt,Real Bed,1,New York,United States
17319927,Stunning Bondi Beach Apartment (With Garage)!!!!,Apartment,Entire home/apt,Real Bed,2,Sydney,Australia
17326116,Charming place on the hippest street in NYC,Apartment,Entire home/apt,Real Bed,0,New York,United States
17329309,Studio au cœur de Montréal à 15 min DOWNTOWN!!!!!,Apartment,Entire home/apt,Real Bed,0,Montreal,Canada
17342261,*~ADORABLE 1 BD NOLITA APT — CENTRAL DOWNTOWN~*,Apartment,Entire home/apt,Real Bed,1,New York,United States
17344027,Relaxing Stylish Room near Train and Attractions,Apartment,Private room,Real Bed,1,New York,United States
17349393,"近新Rockdale一房一厅,近火车站,有停车位,近机场,可接送机",Apartment,Private room,Real Bed,1,Sydney,Australia
17357333,"Stylish, relaxing, super convenient",Apartment,Private room,Real Bed,1,Sydney,Australia
17359216,Lovely room in design apartment in Plaza España,Apartment,Private room,Real Bed,1,Barcelona,Spain
17367289,"Cozy 1BD near JFK, Beach, Subway, Buses, & Kitchen",House,Private room,Real Bed,1,New York,United States
17370308,Maui Kamaole 1BR Ocean View Front Row Condo,Condominium,Entire home/apt,Real Bed,1,Maui,United States
17397441,Cedofeitadream,Apartment,Entire home/apt,Real Bed,2,Porto,Portugal
17398623,Near the center and the airport . Double room,Apartment,Private room,Real Bed,1,Barcelona,Spain
17414683,Sendme2Portugal @Apart. Eusébio - Estação S.Bento,Apartment,Entire home/apt,Real Bed,1,Porto,Portugal
17416505,LAST CALL MWC - Bedroom w/ private wc and balcony,Apartment,Private room,Real Bed,1,Barcelona,Spain
17428961,Trendy and spacious NEW LOFT,Loft,Entire home/apt,Real Bed,1,Hong Kong,Hong Kong
17435095,The Porto Concierge - Marques House | 402,House,Private room,Real Bed,,Porto,Portugal
17438054,Cozy Granny Flat,House,Entire home/apt,Real Bed,1,Sydney,Australia
17446640,Clean and Comfortable,Apartment,Entire home/apt,Real Bed,0,New York,United States
17453748,Charming Fontainhas flat,Apartment,Entire home/apt,Real Bed,1,Porto,Portugal
17463241,Le Plateau Mont-Royal et ses très célèbres charmes,Apartment,Entire home/apt,Real Bed,1,Montreal,Canada
17464256,Warm and Bright Studio in Hollywood Rd Sheung Wan,Apartment,Entire home/apt,Real Bed,0,Hong Kong,Hong Kong
17464608,Hilo/Papa'ikou--Hale Melia,House,Private room,Real Bed,1,The Big Island,United States
17466973,Single Room(No Window),Guest suite,Private room,Real Bed,1,Hong Kong,Hong Kong
1746726,"Chelsea NYC luxury 2 bed/2 bath, garden apt",Apartment,Entire home/apt,Real Bed,2,New York,United States
17468736,"Casa em vila piscatória, Afurada - 1 piso",Apartment,Entire home/apt,Real Bed,2,Porto,Portugal
17471127,"Caliu, Friendly Rentals",Apartment,Entire home/apt,Real Bed,4,Barcelona,Spain
17471139,"Dali IV, Friendly Rentals",Apartment,Entire home/apt,Real Bed,1,Barcelona,Spain
17473607,"Central, Spacious, Safe, Seaside Flat",Apartment,Entire home/apt,Real Bed,2,Istanbul,Turkey
17493061,MAR 402 Tres habitaciones junto a la Playa,Apartment,Entire home/apt,Real Bed,3,Barcelona,Spain
17494671,ótimo quarto em ambiente tranquilo e aconchegante,Apartment,Private room,Real Bed,1,Rio De Janeiro,Brazil
17496002,RENOVATED STUDIO in Astoria!!! 15mins to the city,Apartment,Entire home/apt,Real Bed,0,New York,United States
17522700,Peaceful Retreat less than 10mn from ferry,Apartment,Entire home/apt,Real Bed,1,Hong Kong,Hong Kong
17528752,Conjugado,Apartment,Private room,Real Bed,1,Rio De Janeiro,Brazil
17531493,Cute Room in Upper West Side (FEMALES ONLY),Apartment,Private room,Real Bed,1,New York,United States
17537192,Private Room & King Size Bed (Eixample),Apartment,Private room,Real Bed,1,Barcelona,Spain
17546959,"Cozy flat,elevator, good location,man-mo temple",Apartment,Shared room,Real Bed,1,Hong Kong,Hong Kong
1755790,La vraie vie de quartier à Montréal,House,Entire home/apt,Real Bed,0,Montreal,Canada
17573151,Magnifique Appart Plateau Mont-Royal,Apartment,Entire home/apt,Real Bed,2,Montreal,Canada
17573977,Bright room in sagrada familia,Apartment,Private room,Real Bed,1,Barcelona,Spain
17575897,Spacious Private Bedroom super close to METRO&CITY,Apartment,Private room,Real Bed,1,Montreal,Canada
17581311,Exterior room with double bed and terrace!!,Serviced apartment,Private room,Real Bed,1,Barcelona,Spain
17584746,"Plaza Catalunya V, Friendly Rentals",Apartment,Entire home/apt,Real Bed,2,Barcelona,Spain
17584991,SUÍTE COM ENTRADA PRIVATIVA Ipanema / Carnaval,Apartment,Private room,Real Bed,1,Rio De Janeiro,Brazil
17606304,Cosy old charm 1Bdrm Home. Close to Transport,Townhouse,Entire home/apt,Real Bed,1,Sydney,Australia
1760846,Beautiful apartment AG905,Apartment,Entire home/apt,Real Bed,1,Rio De Janeiro,Brazil
17613188,"Whole apartment,w/balconies. Close to airport",Condominium,Entire home/apt,Real Bed,1,Sydney,Australia
17615527,Sunny Born with Balcony,Apartment,Entire home/apt,Real Bed,1,Barcelona,Spain
17618903,One Bedroom In New Luxury Building,Apartment,Entire home/apt,Real Bed,1,New York,United States
17624702,Large 2 Bedroom Apartment close to Bondi Beach,Apartment,Entire home/apt,Real Bed,2,Sydney,Australia
17625824,Private Room in Brooklyn Brownstone,Apartment,Private room,Real Bed,1,New York,United States
17628344,Loft with balcony and view of Casa da Música PORTO,Loft,Entire home/apt,Real Bed,1,Porto,Portugal
17639835,SLEEP TO THE SOUNDS OF THE OCEAN,Villa,Private room,Real Bed,1,Oahu,United States
17651165,Single room: idealy for student or 1 traveler,Apartment,Private room,Real Bed,1,Montreal,Canada
17663877,Comfortable Room (2) at Affordable Rates,Hostel,Private room,Real Bed,1,Oahu,United States
17665996,Cozy home away from home,House,Private room,Real Bed,1,New York,United States
17670314,Quarto - ap com vista pro mar e Cristo,Apartment,Private room,Real Bed,2,Rio De Janeiro,Brazil
17672629,"Beautiful studio, amazing location!",Apartment,Entire home/apt,Real Bed,0,Hong Kong,Hong Kong
17681470,"Family Vacation in NYC, Close to the City!",House,Entire home/apt,Real Bed,2,New York,United States
17687359,The Lighthouse @ Iluka Resort Apartments,Apartment,Entire home/apt,Real Bed,2,Sydney,Australia
17690322,Nice and Big Room Next to Trump Towers,Apartment,Private room,Real Bed,1,Istanbul,Turkey
17693637,Apartamento no Flamengo para temporadas,Apartment,Entire home/apt,Real Bed,2,Rio De Janeiro,Brazil
17705652,A cute house in 4Levent,Apartment,Private room,Real Bed,1,Istanbul,Turkey
17717247,Rosita House,Serviced apartment,Entire home/apt,Real Bed,1,Porto,Portugal
17720418,Superb apartment on the water at Balmain,Apartment,Private room,Real Bed,1,Sydney,Australia
17726001,"2427 - AB Plaça Catalunya 3-4 - Luxury 2-Bedroom Apartment, Steps from Plaça de Catalunya",Apartment,Entire home/apt,Real Bed,2,Barcelona,Spain
17726037,Nice apartment in Plaça Reial for long stay,Serviced apartment,Entire home/apt,Real Bed,2,Barcelona,Spain
17734215,"Aluguer Quarto ""2"" (Casa) Balasar, Póvoa de Varzim",House,Private room,Real Bed,1,Porto,Portugal
17734475,Romantic Studio at the Wine Cellars,Apartment,Entire home/apt,Real Bed,0,Porto,Portugal
17736576,Quiet Bamboo Room next to the beach,Apartment,Private room,Real Bed,1,The Big Island,United States
17740159,Luminoso y renovado apart. en Arco del Triunfo,Apartment,Entire home/apt,Real Bed,4,Barcelona,Spain
17742384,2295 - AB Aragó Apartment2-D - Sleek Apartment with a Communal Terrace in Eixample,Apartment,Entire home/apt,Real Bed,2,Barcelona,Spain
17749155,Ocean View Hawaiian Bungalow on a private ranch,Bungalow,Entire home/apt,Real Bed,2,Maui,United States
17751546,2 Bedroom Ocean Front Condo in Honokowai - Sleeps 6 - Hale Mahina #B404,Condominium,Entire home/apt,Real Bed,2,Maui,United States
17756520,Algasol,Apartment,Entire home/apt,Real Bed,1,Porto,Portugal
17757543,Emma's White House,Guest suite,Entire home/apt,Real Bed,1,Sydney,Australia
17757695,2294 - AB Aragó Apartment 2-C - Central Apartment with a Communal Terrace in Eixample,Apartment,Entire home/apt,Real Bed,2,Barcelona,Spain
17774890,Brownstone with farmhouse charm,Apartment,Entire home/apt,Real Bed,1,New York,United States
17792255,AP No RIO2,Apartment,Entire home/apt,Real Bed,1,Rio De Janeiro,Brazil
17795782,BONDI BEACH APARTMENT - SEA VIEWS,Apartment,Entire home/apt,Real Bed,2,Sydney,Australia
17797004,Convenient located one bedroom unit,Apartment,Entire home/apt,Real Bed,1,Sydney,Australia
17809459,ALUGO APARTAMENTO POR MÍNIMO 3 DIAS,Apartment,Entire home/apt,Real Bed,2,Rio De Janeiro,Brazil
17822462,Cozy & convenient 3 bedroom w/ gym *Crown Heights*,Apartment,Entire home/apt,Real Bed,3,New York,United States
17827642,ATAŞEHİR VARYAP MERİDİAN 50. KAT MANZARALI SUITE,Serviced apartment,Entire home/apt,Real Bed,0,Istanbul,Turkey
17829178,Outstanding Glebe Apartment,Apartment,Entire home/apt,Real Bed,1,Sydney,Australia
17832869,Free Parking! North Star Flats@Ribeira & Cellars 1,Apartment,Entire home/apt,Real Bed,1,Porto,Portugal
17861859,Bright and quiet bedroom - heart of Mile End,Apartment,Private room,Real Bed,1,Montreal,Canada
17864201,Copacabana Dream - A Tropical Vacation,Apartment,Private room,Real Bed,1,Rio De Janeiro,Brazil
17865057,Coração do Rio de Janeiro conforto,Apartment,Entire home/apt,Real Bed,1,Rio De Janeiro,Brazil
17876882,"Big, bright, and beautiful bedroom!",Apartment,Private room,Real Bed,1,New York,United States
17881220,Affordable Guest Room,Boutique hotel,Private room,Real Bed,1,Oahu,United States
17892346,Rosemont :) Big Cozy Room,Condominium,Private room,Real Bed,1,Montreal,Canada
17897640,Gorgeous Boutique Hotel Room in Taksim #8,Boutique hotel,Private room,Real Bed,1,Istanbul,Turkey
1789833,Elegant quiet luxury home at Bondi,House,Entire home/apt,Real Bed,4,Sydney,Australia
17913605,"Newtown: comfort, character and charm",House,Private room,Real Bed,1,Sydney,Australia
17915093,Friendly & Conveniently Home at Bondi Junction,House,Private room,Real Bed,1,Sydney,Australia
17915459,Apartment next to Las Ramblas and Paral·lel,Apartment,Entire home/apt,Real Bed,3,Barcelona,Spain
17922322,St Hubert street luxury 2 bedroom dream Loft,House,Entire home/apt,Real Bed,2,Montreal,Canada
179428,Manhattan Cozy Room by Columbia Uni,Apartment,Private room,Real Bed,1,New York,United States
17944310,Luxurious Granny Flat. Bella Vista,House,Entire home/apt,Real Bed,2,Sydney,Australia
1794850,"Downtown Apart, Heart of the city!",Apartment,Entire home/apt,Real Bed,2,Montreal,Canada
17951038,Cosy single room en el Raval,Apartment,Private room,Real Bed,1,Barcelona,Spain
17960308,Magic Escape Apartments 3 - Douro River Views,Apartment,Entire home/apt,Real Bed,2,Porto,Portugal
17967409,Quiet space for one,House,Private room,Real Bed,1,Sydney,Australia
1796816,Adorable Garden Gingerbread House,Cottage,Entire home/apt,Real Bed,0,Maui,United States
17971704,Triple Room  - Ocean's 7 Hotel,Apartment,Private room,Real Bed,1,Istanbul,Turkey
1797689,STUDIO IN COPACABANA,Apartment,Private room,Real Bed,1,Rio De Janeiro,Brazil
1799637,地鉄上的3房2廳2卫浴住9人可月租2萬9千起,Apartment,Entire home/apt,Real Bed,3,Hong Kong,Hong Kong
17996862,New Furnishings! Very Private! Great Deal! GC 137,Condominium,Entire home/apt,Real Bed,2,Maui,United States
17997283,Quaint Polynesian Style Cabin on a Working Farm,Cabin,Entire home/apt,Real Bed,1,Maui,United States
18004323,V3旺角地鐵公交近在咫尺/購物首選/窗戶陽光充沛/精裝修乾淨舒適雙人房,Serviced apartment,Private room,Real Bed,1,Hong Kong,Hong Kong
18005858,Un studio full équipé,Apartment,Entire home/apt,Real Bed,0,Montreal,Canada
18016331,Apartamento T4 Praia Azul,Apartment,Entire home/apt,Real Bed,4,Porto,Portugal
18031341,Cozy Studio in Wan Chai,Apartment,Entire home/apt,Real Bed,1,Hong Kong,Hong Kong
18040680,Two rooms with great view sagrada familia,Apartment,Private room,Real Bed,2,Barcelona,Spain
18042541,Charme e conforto em Ipanema!,Apartment,Entire home/apt,Real Bed,2,Rio De Janeiro,Brazil
18047246,Enjoy your stay at CyrstalSilver house,House,Private room,Real Bed,1,Sydney,Australia
1805685,YOUR SUNNY DOUBLE BEDROOM IN THE CENTER,Bed and breakfast,Private room,Real Bed,1,Barcelona,Spain
180653,"Clean, Quiet, & Sunny Dancer's Apt!",Apartment,Entire home/apt,Real Bed,1,New York,United States
18069657,★ Amazing with terrace & wifi ★,Apartment,Entire home/apt,Real Bed,4,Porto,Portugal
18077770,"New 1BD Condo in Napili Ridge, Walk to Beach",Apartment,Entire home/apt,Real Bed,1,Maui,United States
18082902,Bright studio apartment close to Sydney Uni!,Apartment,Entire home/apt,Real Bed,0,Sydney,Australia
18083735,Self contained garden/artist studio,House,Entire home/apt,Real Bed,1,Sydney,Australia
18091109,V4旺角地鐵公交近在咫尺/乾淨舒適/精裝修/購物首選/獨立衛浴/雙人房,Serviced apartment,Private room,Real Bed,1,Hong Kong,Hong Kong
18096846,SINGLE room (Furnished) KennedyTown (MTR ExitB),Apartment,Private room,Real Bed,1,Hong Kong,Hong Kong
18103340,"Sao Bento Studio 1 A, Porto",Apartment,Entire home/apt,Real Bed,0,Porto,Portugal
18107774,CBD 2 Rooms Midlevel HKIsland,Apartment,Entire home/apt,Real Bed,2,Hong Kong,Hong Kong
18112116,Cozy w/ Yard & Walking Distance to Waikiki - BROC,Apartment,Entire home/apt,Real Bed,1,Oahu,United States
18119842,Magical Hobbit Loft,Loft,Entire home/apt,Real Bed,1,Montreal,Canada
18120094,Clean Private Room in East Village,Apartment,Private room,Real Bed,1,New York,United States
18121163,Heart of the City-Cozy Room Private Sunny Balcony!,Apartment,Private room,Real Bed,1,Barcelona,Spain
18122102,Old School Hospitality,Guest suite,Entire home/apt,Real Bed,2,The Big Island,United States
18130053,Super clean and cosy,Apartment,Entire home/apt,Real Bed,2,Sydney,Australia
18134389,Opimo,House,Entire home/apt,Real Bed,1,Porto,Portugal
18134491,Flat Duplex Ipanema All Service Luxo Com Serviços,Serviced apartment,Entire home/apt,Real Bed,2,Rio De Janeiro,Brazil
18137446,Peaceful hometown with perfect sea and forest view,Apartment,Entire home/apt,Real Bed,4,Istanbul,Turkey
18139590,The Porto Concierge - Green Building - 1E,Apartment,Entire home/apt,Real Bed,0,Porto,Portugal
18139662,PRIVATE ROOM:Oasis of peace near Downtown Montreal,Apartment,Private room,Real Bed,1,Montreal,Canada
18149310,Warehouse style studio,Guest suite,Entire home/apt,Real Bed,1,Sydney,Australia
18149668,New Renovated Private 1 bed/bath in Prime Location,Apartment,Private room,Real Bed,1,New York,United States
18157368,Room  in Taksim/Pera very Close to İstiklal Str.,Apartment,Private room,Real Bed,1,Istanbul,Turkey
18160399,Unit close to CBD available for Christmas & NYE!,Apartment,Entire home/apt,Real Bed,2,Sydney,Australia
18173787,Cute Tiny Room Family Home by LGA NO CLEANING FEE,Townhouse,Private room,Real Bed,1,New York,United States
18173803,Papakea A108,Condominium,Entire home/apt,Real Bed,1,Maui,United States
18174806,bel appartement ensoleillé.,Apartment,Entire home/apt,Real Bed,2,Montreal,Canada
18194415,"Room in just-refurbished, classic brownstone flat.",Apartment,Private room,Real Bed,1,New York,United States
18196799,Nice appartment in Ahuntsic Montreal,Apartment,Entire home/apt,Real Bed,1,Montreal,Canada
18204751,Deluxe apartment in Harbiye 10 mins to taksim,Apartment,Entire home/apt,Real Bed,2,Istanbul,Turkey
18208738,Bright uptown apartment in the heart of Harlem,Apartment,Entire home/apt,Real Bed,1,New York,United States
18210384,Porto Trindade Cozy Flat,Apartment,Entire home/apt,Real Bed,2,Porto,Portugal
182139,Cozy Bedroom in Copacabana! R3,Apartment,Private room,Real Bed,1,Rio De Janeiro,Brazil
18215500,North Shore Beach Bungalow Just Steps to the Sand!,Bungalow,Private room,Real Bed,2,Oahu,United States
18215903,"Lovely Studio for two! twinbed, wifi, CWB MTR",Apartment,Entire home/apt,Real Bed,0,Hong Kong,Hong Kong
18215925,Cozy Living Room in Mid-Levels,Apartment,Shared room,Pull-out Sofa,1,Hong Kong,Hong Kong
1821758,Nice big room near Downtown,Apartment,Private room,Real Bed,1,Rio De Janeiro,Brazil
18219254,Cozy room in Sagrada Familia,Apartment,Private room,Real Bed,1,Barcelona,Spain
18220498,Large and bright room near the beach - Poblenou,Apartment,Private room,Real Bed,1,Barcelona,Spain
18233584,Brand new flat! 2 BR + study (720 sqft),Apartment,Entire home/apt,Real Bed,2,Hong Kong,Hong Kong
18236691,1 Bedroom for rent at Le Gleneagles - 983,Apartment,Entire home/apt,Real Bed,1,Montreal,Canada
18237857,"Kapalua Ridge 511-13. Spacious villa offering one-of-a kind ocean, coastal, island AND golf views!",Villa,Entire home/apt,Real Bed,2,Maui,United States
18240963,Coney Island MCU Park Wi fi Cable Apt****,Apartment,Entire home/apt,Real Bed,1,New York,United States
18250284,Central Park North $140 - 1 BR with yard,Apartment,Private room,Real Bed,2,New York,United States
18252479,"V.N.Gaia Center , 10min Porto Center",Apartment,Private room,Real Bed,1,Porto,Portugal
18253139,Perfect Peaceful Hale,House,Entire home/apt,Real Bed,4,Oahu,United States
18253668,Entire house in the heart of the Plateau,House,Entire home/apt,Real Bed,3,Montreal,Canada
18255921,Cute Beachside Get Away,Apartment,Entire home/apt,Real Bed,2,Sydney,Australia
18257984,Kona Tropical Bungalow,Guest suite,Entire home/apt,Real Bed,1,The Big Island,United States
1826858,Beautiful apartment in the center,Loft,Entire home/apt,Real Bed,1,Barcelona,Spain
18272882,Home Sweet Home ❤️of Downtown BreakfastBuffet&Spa,Apartment,Entire home/apt,Real Bed,1,Montreal,Canada
18277596,"In Sisli. Walking distance to Taksim,Nişantaşı.",Apartment,Private room,Real Bed,1,Istanbul,Turkey
18284370,Ao Coliseu 3C ( central 2 bedroom apartment ),Apartment,Entire home/apt,Real Bed,2,Porto,Portugal
1828808,Clean and cosy bedroom,Apartment,Private room,Real Bed,1,Istanbul,Turkey
18293288,"Cozy, separated living room in Prospect Park, NYC",Apartment,Private room,Pull-out Sofa,0,New York,United States
18294310,Center of Waikiki Renovated Ocean View Condo(MS03),Condominium,Entire home/apt,Real Bed,0,Oahu,United States
18294732,"Modern Apartment in Kennedy Town, super convenient",Apartment,Entire home/apt,Real Bed,1,Hong Kong,Hong Kong
